Wall time,Step,Value
1687731449.0715377,9,2.329200506210327
1687731450.4267707,19,2.3128912448883057
1687731451.779814,29,2.308067560195923
1687731452.4654372,34,2.344991445541382
1687731453.820668,44,2.2402877807617188
1687731455.1755242,54,2.2103497982025146
1687731455.8551412,59,2.1813900470733643
1687731456.531785,64,2.1469063758850098
1687731457.2094014,69,2.094336986541748
1687731457.8873613,74,2.0684685707092285
1687731458.5666199,79,2.0851399898529053
1687731459.2432334,84,2.0175435543060303
1687731459.9188473,89,2.0134639739990234
1687731460.5974636,94,1.9210741519927979
1687731461.2740777,99,2.043693780899048
1687731461.9516935,104,2.0184412002563477
1687731463.3109279,114,2.039736032485962
1687731464.6648867,124,1.9413301944732666
1687731465.3435025,129,1.8414219617843628
1687731466.7001562,139,2.092313289642334
1687731468.7262666,154,1.869728446006775
1687731469.4178948,159,1.7183271646499634
1687731470.095511,164,1.9025769233703613
1687731470.7751276,169,1.8534283638000488
1687731471.4527428,174,1.8686449527740479
1687731472.8079743,184,1.8474498987197876
1687731474.8448243,199,1.8686045408248901
1687731475.5204382,204,1.830275535583496
1687731476.8753152,214,1.79978346824646
1687731477.5536623,219,1.9823241233825684
1687731478.2296455,224,1.9408349990844727
1687731478.9481752,229,1.8079279661178589
1687731479.6593244,234,1.894365668296814
1687731480.3429456,239,1.8191779851913452
1687731481.7682405,249,1.7430075407028198
1687731482.448858,254,1.747385859489441
1687731484.484708,269,1.7677346467971802
1687731485.198357,274,1.760439157485962
1687731485.9040253,279,1.7426586151123047
1687731486.6186743,284,1.6615781784057617
1687731487.2931488,289,1.690189003944397
1687731489.509627,304,1.6653937101364136
1687731490.2304022,309,1.7740375995635986
1687731491.0119503,314,1.7707182168960571
1687731491.8484786,319,1.7253522872924805
1687731492.64076,324,1.5626273155212402
1687731493.403394,329,1.7298431396484375
1687731494.0847616,334,1.6550867557525635
1687731494.7693837,339,1.7294522523880005
1687731495.4459984,344,1.6760550737380981
1687731496.1146054,349,1.5633039474487305
1687731504.1335795,359,1.5413568019866943
1687731504.8562357,364,1.5902096033096313
1687731505.5358536,369,1.6357287168502808
1687731506.23449,374,1.8173593282699585
