Wall time,Step,Value
1687729764.095911,9,1.9393216371536255
1687729764.5192955,19,1.4914625883102417
1687729764.944682,29,1.363271713256836
1687729765.156874,34,1.5742213726043701
1687729765.5862644,44,1.2311440706253052
1687729766.0221648,54,1.2742077112197876
1687729766.2337406,59,1.11305832862854
1687729766.4459348,64,1.3288220167160034
1687729766.6581275,69,1.2231130599975586
1687729766.8693192,74,1.3159822225570679
1687729767.0815125,79,1.1464329957962036
1687729767.2937052,84,0.9786659479141235
1687729767.5058975,89,0.9411307573318481
1687729767.71809,94,1.1672708988189697
1687729767.9397101,99,1.1443794965744019
1687729768.1666439,104,1.17293119430542
1687729768.620783,114,1.1176342964172363
1687729769.0812047,124,1.014594554901123
1687729769.3084102,129,1.0460280179977417
1687729769.7658265,139,1.123915195465088
1687729770.4504473,154,0.837713360786438
1687729770.6766536,159,1.091353416442871
1687729770.9078636,164,1.0598626136779785
1687729771.1360698,169,0.9456462860107422
1687729771.3672814,174,0.8240092992782593
1687729771.831702,184,0.9771773815155029
1687729772.525332,199,0.8359627723693848
1687729772.7585437,204,1.0944740772247314
1687729773.2419834,214,0.9616590738296509
1687729773.4921083,219,0.7989726066589355
1687729773.7445283,224,0.9522172808647156
1687729773.9961436,229,0.7402063608169556
1687729774.2372577,234,1.050870656967163
1687729774.4821727,239,1.0688397884368896
1687729774.9581933,249,0.8048967123031616
1687729775.1998734,254,0.7935416102409363
1687729775.9235077,269,0.8241719007492065
1687729776.168006,274,0.8098783493041992
1687729776.4194353,279,0.8958027362823486
1687729776.6670814,284,1.0067094564437866
1687729776.904581,289,0.9728615880012512
1687729777.5923896,304,0.8173488974571228
1687729777.8253806,309,0.7580962777137756
1687729778.06703,314,0.9501180648803711
1687729778.3205981,319,0.9543719291687012
1687729778.5634067,324,1.0257915258407593
1687729778.7896125,329,0.871849000453949
1687729779.0178196,334,1.0752369165420532
1687729779.247028,339,0.6500775218009949
1687729779.4692302,344,0.8169669508934021
1687729779.6924322,349,0.7402381300926208
1687729783.534275,359,0.6649984121322632
1687729783.7884035,364,0.8561389446258545
1687729784.0407588,369,0.8399314284324646
